내용,종류,수준
그 과학자는 현미경을 사용한다.,문장,하
엔지니어가 책상에서 자고 있다.,문장,하
아이들 앞에 카메라가 있습니다.,문장,하
젊은이가 기타를 조율하고 있다.,문장,하
수영장에는 많은 부유물이 있다.,문장,하
일꾼들이 옷을 뜨개질하고 있다.,문장,하
지원 빔을 만드는 작업자입니다.,문장,하
정확성을 위해 벨트를 조정합니다.,문장,하
조랑말들이 친하게 지내고 있다.,문장,하
이것은 멋지게 장식된 공예품이다.,문장,하
군중들은 피아노 연주회에 있다.,문장,하
금발머리는 머리를 깎아야 한다.,문장,하
커플이 가게를 뛰어다니고 있다.,문장,하
낙서는 밝은 분홍색과 파란색이다.,문장,하
배경에 있는 기니피그는 갈색이다.,문장,하
아가씨가 양배추를 사려고 한다.,문장,하
행진하는 밴드는 모두 일치한다.,문장,하
행진하는 밴드가 밖에서 연습한다.,문장,하
도시에는 사람들이 일하고 있다.,문장,하
어부들이 어망을 수리하고 있다.,문장,하
축구선수가 상대의 태클을 피한다.,문장,하
여성들은 체육관에서 배구를 한다.,문장,하
소방관들이 소방차를 타고 있다.,문장,하
소방관들이 화재와 싸울 것이다.,문장,하
이미지의 모든 사람들은 남성이다.,문장,하
아무도 윈드서핑을 하지 않는다.,문장,하
건설 노동자가 현장에서 용접한다.,문장,하
커플이 아이스크림을 먹고 있다.,문장,하
한 그룹이 콘서트를 열었습니다.,문장,하
과일이 트럭에서 매진되고 있다.,문장,하
그 개는 라바로도르 리트리버이다.,문장,하
황갈색 동물은 사실 사람입니다.,문장,하
개들이 밖에서 뛰어다니고 있다.,문장,하
기수는 멀리뛰기를 시도하고 있다.,문장,하
남매가 연못으로 뛰어들고 있다.,문장,하
작업자가 의류용 재료를 절단한다.,문장,하
어린 아이가 호수로 뛰어들었다.,문장,하
흑인 나체주의자들이 많이 있다.,문장,하
자전거 타는 사람은 전문가이다.,문장,하
연회 참석자들이 기다리고 있다.,문장,하
금색 트렁크에 군중이 모여들었다.,문장,하
작은 포유류가 뛰어다니고 있다.,문장,하
젊은이들은 해변에서 공연을 한다.,문장,하
배낭여행자들이 바닥에 누워 있다.,문장,하
어른과 아이는 어항을 관찰한다.,문장,하
음악가가 전선에 플러그를 꽂는다.,문장,하
드러머들이 카페티를 던지고 있다.,문장,하
소방관이 소방호스를 들고 있다.,문장,하
검사는 실험실에서 여자들이 한다.,문장,하
거북이는 베리를 먹으려고 한다.,문장,하
거북이에게 딸기를 먹이고 있다.,문장,하
거북이는 항상 딸기를 먹습니다.,문장,하
커플들이 일몰을 지켜보고 있다.,문장,하
사진에는 어떤 건물도 없습니다.,문장,하
아마존 터커들이 연루되어 있다.,문장,하
선풍기는 고장나고 정지되어 있다.,문장,하
정식으로 차려입은 커플이 있다.,문장,하
오른쪽 모서리가 곧지 않습니다.,문장,하
구입할 때 코너가 손상되었습니다.,문장,하
화가가 페인트를 사용하고 있다.,문장,하
오렌지색 새끼 고양이가 있습니다.,문장,하
차장이 열차에 탑승하려고 한다.,문장,하
경찰관이 시위를 순찰하고 있다.,문장,하
몇몇 아이들은 옷을 차려입었다.,문장,하
아름다운 외계인들이 걷고 있다.,문장,하
승무원들은 구급차에서 자고 있다.,문장,하
소방관들이 개를 구조하고 있다.,문장,하
외로운 남자는 바다를 응시한다.,문장,하
서로에게 말하는 사람들이 있다.,문장,하
남자와 여자가 감시당하고 있다.,문장,하
자동차들이 시내 거리를 운전한다.,문장,하
아프로를 가진 남자는 음악가이다.,문장,하
화성인이 우주선을 수리하고 있다.,문장,하
등산객들은 날개를 가지고 있다.,문장,하
많은 등산객들은 추위를 좋아한다.,문장,하
근로자들이 휴가를 계획하고 있다.,문장,하
악기를 연주하는 사람들이 있다.,문장,하
합창단은 단면도를 위해 노래한다.,문장,하
톰은 스케이트보드를 타고 있다.,문장,하
전화선은 전신주에 장착되어 있다.,문장,하
기둥과 전선이 노출되어 있습니다.,문장,하
동물이 차에서 뛰어내리고 있다.,문장,하
깨끗해 보이는 애완동물들이 있다.,문장,하
울타리는 흰색으로 칠해져 있다.,문장,하
푸른 피부의 사람들이 공격한다.,문장,하
허스키들은 헛간에서 자고 있다.,문장,하
그들은 개가 아니라 코끼리입니다.,문장,하
애완동물들이 벤치에서 자고 있다.,문장,하
개들이 뼈다귀로 씨름하고 있다.,문장,하
사람은 물방울 노래를 연주한다.,문장,하
수영선수들이 수영복을 입고 있다.,문장,하
수영선수들이 골프를 치고 있다.,문장,하
여자와 컵케이크를 마주하고 있다.,문장,하
기차역의 승무원들은 제복이 없다.,문장,하
작업자는 기계 작업자를 안내한다.,문장,하
주방장이 바닷가재를 만들고 있다.,문장,하
공이 초음속으로 움직이고 있다.,문장,하
소년과 그의 개는 보물찾기이다.,문장,하
축구선수가 축구공을 잡고 있다.,문장,하
그들은 야외에서 많은 사람들이다.,문장,하
택시가 번화가에서 운전하고 있다.,문장,하
광대들이 황소에게 쫓기고 있다.,문장,하
몇몇 사람들과 염소들이 있습니다.,문장,하
두 사람이 보도에서 이야기한다.,문장,하
음악가가 밖에서 연주하고 있다.,문장,하
한 무리의 남자들은 경찰관이다.,문장,하
스노보더가 대회에 참가하고 있다.,문장,하
스노보더가 스턴트를 하고 있다.,문장,하
사다리를 사용하는 사람이 있다.,문장,하
사진을 찍는 카메라맨들이 있다.,문장,하
선수들이 올림픽에 출전하고 있다.,문장,하
의자들이 주차장에 놓여지고 있다.,문장,하
주차장에는 많은 사람들이 있다.,문장,하
열차를 고정하는 사람이 도체이다.,문장,하
아무도 음악을 연주하지 않는다.,문장,하
거리 공연자는 분필 예술가이다.,문장,하
호랑이가 사자 새끼를 공격한다.,문장,하
오토바이는 자동차 쇼에 있었다.,문장,하
특이한 차량이 주차되어 있었다.,문장,하
이발사가 의뢰인에게 면도를 한다.,문장,하
그 여자는 아프리카계 미국인이다.,문장,하
경찰관이 교통을 지휘하고 있다.,문장,하
경찰관이 시위자에게 포옹을 한다.,문장,하
경찰관이 사람들을 지켜보고 있다.,문장,하
노인은 공공장소에서 잠이 들었다.,문장,하
사진사가 밖에서 기다리고 있다.,문장,하
양키스는 야구 경기에서 승리한다.,문장,하
화이트가 블랙을 이기려고 한다.,문장,하
젊은이가 트랙터를 운전하고 있다.,문장,하
이 사람들은 건설 노동자들이다.,문장,하
스프링클러에서 물이 나오고 있다.,문장,하
축제에는 소수의 사람들만 있다.,문장,하
도로 노동자들은 도로에서 일한다.,문장,하
젊은이가 서류를 제출하고 있다.,문장,하
어머니와 아들은 도시를 거닐었다.,문장,하
음악가가 노래를 연주하고 있다.,문장,하
애완동물들이 방을 운영하고 있다.,문장,하
스키 선수가 경사로를 뛰어넘는다.,문장,하
아무도 노점을 방문하지 않는다.,문장,하
바텐더가 고객을 유혹하고 있다.,문장,하
개들이 서로에게 짖어대고 있다.,문장,하
스키트보더가 헬멧을 쓰고 있다.,문장,하
쇼핑몰에서 사람들이 걷고 있다.,문장,하
브레이크댄스가 바지를 입고 있다.,문장,하
무술을 연습하는 젊은이가 있다.,문장,하
남자와 개는 그루즈를 사냥한다.,문장,하
일꾼들이 파이프를 파내고 있다.,문장,하
한 할머니가 경찰에게 체포되었다.,문장,하
학생들은 사람을 그리는 것이다.,문장,하
닌자가 울타리를 뛰어넘고 있다.,문장,하
파이프에는 현재 목적이 없습니다.,문장,하
소방관은 일을 잘하는 사람이다.,문장,하
야외에서 즐기는 선원들이 있다.,문장,하
한 축구선수가 결승골을 넣었다.,문장,하
호수에서 수영하는 사람들이 있다.,문장,하
간호사는 환자에게 주사를 놓는다.,문장,하
외계인들이 포즈를 취하고 있다.,문장,하
그 남자는 소년의 할아버지이다.,문장,하
아버지는 아이와 씨름하고 있다.,문장,하
십대들이 스크래블을 하고 있다.,문장,하
한 젊은이가 노트북을 검사한다.,문장,하
부기보더는 푸른 물에 탑승한다.,문장,하
외과의가 그의 기계를 교정한다.,문장,하
외과의는 기계를 연구하지 않는다.,문장,하
밴드가 무대에서 연주하고 있다.,문장,하
큰 오케스트라가 연주하고 있다.,문장,하
유리병에는 보드카가 들어 있다.,문장,하
소방관은 치프가 되고 싶어한다.,문장,하
소방관이 호스를 가지려고 한다.,문장,하
바닥에 여자아이들이 누워 있다.,문장,하
그 남자들은 전쟁 참전용사들이다.,문장,하
암벽 등반가가 요세미티에 있다.,문장,하
득점하려고 하는 농구팀이 있다.,문장,하
아버지가 오토바이를 타고 있다.,문장,하
대부분의 젊은이들이 부엌에 있다.,문장,하
아시아인들이 음식을 먹고 있다.,문장,하
아시아인들이 음식을 만들고 있다.,문장,하
노파가 부엌칼을 저글링하고 있다.,문장,하
농구선수는 다른 선수를 변호한다.,문장,하
건설 노동자들은 철도에서 일한다.,문장,하
보트가 위험한 바위에 충돌한다.,문장,하
주방장이 샌드위치를 만들고 있다.,문장,하
고카트는 그의 생일 선물이었다.,문장,하
관중들은 축구 경기에 환호한다.,문장,하
공사장이 없는 건물이 완성되었다.,문장,하
건축 프로젝트의 건설 현장입니다.,문장,하
앉아 있는 여자는 아시아인이었다.,문장,하
축구선수가 공에서 도망치고 있다.,문장,하
퍼레이드를 보는 사람들이 있다.,문장,하
테리어가 들판에서 공을 잡는다.,문장,하
그 건물은 완성되어 완성되었다.,문장,하
남자와 여자는 기계를 사용한다.,문장,하
저글러가 거리에서 공연을 한다.,문장,하
그들은 무언가를 조립하고 있다.,문장,하
쿼터백이 축구공을 던지고 있다.,문장,하
쿼터백이 농구공을 지나가고 있다.,문장,하
스트리퍼가 거리에서 일하고 있다.,문장,하
산악인이 산을 기어오르고 있다.,문장,하
경주에서 개들이 경쟁하고 있다.,문장,하
그녀는 화장실을 청소하고 있다.,문장,하
노부인은 빵을 구울 생각이었다.,문장,하
노부인은 반죽을 굴리고 있었다.,문장,하
경찰관들이 경찰서에 앉아 있다.,문장,하
그들은 카펠라를 공연하고 있다.,문장,하
젊은 여자가 테니스공을 대접한다.,문장,하
직장인들이 게으름을 피우고 있다.,문장,하
십대들이 창밖을 내다보고 있다.,문장,하
아시아 노동자들은 공장에 있다.,문장,하
마라톤 선수들은 모두 여성이다.,문장,하
그 여자는 아이들의 어머니이다.,문장,하
노동자들은 항공기 근처에 있다.,문장,하
아무도 악기를 연주하지 않는다.,문장,하
등산객들이 밖으로 걸어가고 있다.,문장,하
피해 통제가 화재를 청소합니다.,문장,하
그 화려한 건물은 미술관입니다.,문장,하
속임수에 참여하는 사람들이 있다.,문장,하
인어가 물속으로 뛰어들고 있다.,문장,하
몇몇 아이들이 활동하고 있습니다.,문장,하
스케이트 선수가 경쟁하고 있다.,문장,하
다양한 종류의 음식이 제시된다.,문장,하
카메라가 밖에서 오작동하고 있다.,문장,하
바텐더는 위스키 신을 대접한다.,문장,하
오토바이는 차고에 주차되어 있다.,문장,하
사스콰치는 자전거를 타고 있다.,문장,하
노파가 장대높이뛰기를 하고 있다.,문장,하
자전거 경주자는 경주에 참가한다.,문장,하
스노보더는 레일 연삭을 수행한다.,문장,하
검은 실험실이 테니스공을 잡는다.,문장,하
관광객들은 숲 속을 하이킹한다.,문장,하
아름다운 여자가 노래하고 있다.,문장,하
과학자는 박테리아를 보고 있다.,문장,하
노동자들은 그들의 일에 실패한다.,문장,하
그는 나뭇잎 속으로 뛰어들었다.,문장,하
신랑이 제단에서 도망치고 있다.,문장,하
한 여성이 휴대폰으로 이야기한다.,문장,하
호수에서 수영하는 남자가 있다.,문장,하
롤러 블레이드는 대머리를 갖는다.,문장,하
스키 선수가 슬로프를 항해한다.,문장,하
그 남자는 축구팀의 골키퍼이다.,문장,하
경찰관이 야외에서 일하고 있다.,문장,하
금발의 여자가 드레스를 입는다.,문장,하
어린 소녀가 뛰어내리고 있었다.,문장,하
한 젊은이가 휴대폰을 사용한다.,문장,하
말들이 동물을 잡아당기고 있다.,문장,하
갈색머리가 야외에서 걷고 있다.,문장,하
게이샤가 선풍기를 흔들고 있다.,문장,하
아시아인들이 가방을 들고 있다.,문장,하
사업가들이 이야기를 나누고 있다.,문장,하
어떤 여성들은 패션쇼에 출연한다.,문장,하
점프하는 아이들은 야외에 있다.,문장,하
세일즈맨이 트럭을 세탁하고 있다.,문장,하
남자와 여자는 카지노에 있었다.,문장,하
남자 군인이 지휘관에게 경례한다.,문장,하
여자와 아들이 즐거워하고 있다.,문장,하
주방장들이 부엌에서 일하고 있다.,문장,하
구두닦이가 열심히 일하고 있다.,문장,하
구두닦이가 손님을 기다리고 있다.,문장,하
놀이터에서 아이가 미소를 짓는다.,문장,하
식료품점에 사람들이 모여 있다.,문장,하
남자와 여자는 암벽등반을 한다.,문장,하
사진사는 컬러 사진을 찍습니다.,문장,하
의사들은 환자에게 수술을 한다.,문장,하
보도 연주자가 밴조를 연주한다.,문장,하
기계가 가스 작동되지 않습니다.,문장,하
날으는 기계가 바다에 충돌한다.,문장,하
웜은 화려한 사리스 차림이었다.,문장,하
스카이다이버가 공중을 날고 있다.,문장,하
합창단은 대회를 위해 연습한다.,문장,하
고양이들이 공원에서 공을 잡는다.,문장,하
인도에 거짓말하는 사람이 있다.,문장,하
기타를 연주하는 예술가가 있다.,문장,하
합창단이 밖에서 함께 노래한다.,문장,하
그 소녀는 훌륭한 세일즈맨이다.,문장,하
소녀들은 대회를 위해 연습한다.,문장,하
군인들이 신병들을 시험하고 있다.,문장,하
기수가 사람들을 지켜보고 있다.,문장,하
다섯 사람이 서핑보드에 앉는다.,문장,하
경로의 줄무늬가 그려져 있습니다.,문장,하
거리에서 춤추는 사람들이 있다.,문장,하
피도는 수영장에서 수영을 한다.,문장,하
아이들의 얼굴에 페인트가 묻었다.,문장,하
골키퍼가 골문에 무릎을 꿇었다.,문장,하
경찰관이 순양함을 운전하고 있다.,문장,하
경쟁자들은 부상의 위험이 없다.,문장,하
이 남자는 전문적인 음악가이다.,문장,하
선수들이 시합에서 이기고 있다.,문장,하
오토바이 갱단이 놀이를 방해한다.,문장,하
화면에 검색 결과가 표시됩니다.,문장,하
밴드는 노르테노 음악을 연주한다.,문장,하
고양이는 풀밭에서 쥐를 사냥한다.,문장,하
색소폰을 가진 남자가 연주한다.,문장,하
색소폰 플레이어는 실내에 있다.,문장,하
사진 속에 스노보드가 있습니다.,문장,하
아이는 막대사탕을 가지고 있다.,문장,하
소녀들의 머리카락이 젖어 있다.,문장,하
두 마리의 개는 로트와일러입니다.,문장,하
대장장이가 칼을 위조하고 있다.,문장,하
어른들이 아이들을 지켜보고 있다.,문장,하
하와이에는 많은 폭포가 있습니다.,문장,하
필드하키 경기가 진행되고 있다.,문장,하
팀 색상은 금색과 파란색입니다.,문장,하
언덕에 있는 트럭은 빨간색이다.,문장,하
트럭에 쑤셔넣은 사람들이 있다.,문장,하
놀이기구를 즐기는 그룹이 있다.,문장,하
세 소년이 공중전화로 이야기한다.,문장,하
아이들과 선생님은 원을 이루었다.,문장,하
표지판이 부분적으로 숨겨져 있다.,문장,하
두 소녀는 훌라후프를 사용한다.,문장,하
개들이 바다에서 헤엄치고 있다.,문장,하
어떤 사람이 프레젠테이션을 한다.,문장,하
마취과 의사는 알약 중독자이다.,문장,하
고객이 물건을 구입하려고 합니다.,문장,하
등반가가 곤경에서 벗어나고 있다.,문장,하
작업자들은 벽에 타일을 놓는다.,문장,하
개들이 레모네이드를 마시고 있다.,문장,하
버스에는 많은 사람들이 있습니다.,문장,하
대중교통에는 여러 사람이 있다.,문장,하
개들이 시내에서 도망치고 있다.,문장,하
화재 호흡이 수행되고 있습니다.,문장,하
소방관은 여행 카니발의 일원이다.,문장,하
구명조끼를 입은 사람들이 있다.,문장,하
대학생이 수업으로 향하고 있다.,문장,하
일꾼들이 건물을 점검하고 있다.,문장,하
하이커들이 차로 돌아오고 있다.,문장,하
숙녀는 사람들에게 둘러싸여 있다.,문장,하
코치가 선수들에게 인사하고 있다.,문장,하
고객이 이발소에서 이발을 한다.,문장,하
그녀는 심판에게 소리치고 있다.,문장,하
건물에서 일하는 일꾼들이 있다.,문장,하
개들이 샌드위치를 만들고 있다.,문장,하
사진사가 삼각대를 사용하고 있다.,문장,하
몇몇 아이들이 벤치에 누워있다.,문장,하
주위에 아이들이 기다리고 있다.,문장,하
등산 여행은 노인들을 양산한다.,문장,하
머스탱이 타이어를 돌리고 있다.,문장,하
인도에 여자아이들이 앉아 있다.,문장,하
주방용품을 사용하는 아이가 있다.,문장,하
여자아이들이 신문을 보고 있다.,문장,하
밴드가 무대에서 기다리고 있다.,문장,하
자전거는 완벽하게 타고 있었다.,문장,하
북극곰이 바다에서 헤엄치고 있다.,문장,하
개들이 막대기를 가져오고 있다.,문장,하
지하철 입구에는 표지판이 있다.,문장,하
고리버들 가구는 가구점에 있다.,문장,하
풀밭에는 야생화가 흩어져 있다.,문장,하
자전거들이 사방에 흩어져 있다.,문장,하
많은 자전거들이 함께 있습니다.,문장,하
광대가 황소에게 치이려고 한다.,문장,하
어린 소녀가 물고기를 잡습니다.,문장,하
밴드 멤버가 공중에서 점프한다.,문장,하
그 상인은 훌륭한 세일즈맨이다.,문장,하
한 젊은이가 농구공을 덩크슛한다.,문장,하
한 젊은이가 농구공을 드리블한다.,문장,하
그들에게도 말하는 의사가 있다.,문장,하
개들이 스노우보드를 타고 있다.,문장,하
음악가가 메탈리카를 부르고 있다.,문장,하
경찰관이 컴퓨터를 사용하고 있다.,문장,하
부엌에는 백파이퍼가 들어 있다.,문장,하
백파이퍼는 음식을 가지고 있다.,문장,하
이 사진에는 아이들이 있습니다.,문장,하
노점상은 바나나를 팔고 있었다.,문장,하
노점상이 아이스크림을 팔고 있다.,문장,하
오토바이는 날개를 가지고 있다.,문장,하
오토바이가 도로에서 타고 있다.,문장,하
오토바이 운전자들이 거리에 있다.,문장,하
오토바이를 타는 사람들이 있다.,문장,하
강아지들이 침대에서 자고 있다.,문장,하
음악가가 마이크에 대고 노래한다.,문장,하
바이올리니스트가 글을 쓰고 있다.,문장,하
소녀는 마당에서 잡초를 먹었다.,문장,하
교장이 학생들에게 연설하고 있다.,문장,하
어른들은 바다 한가운데에 있다.,문장,하
로데오 공연자들이 일하고 있다.,문장,하
밴드가 야외에서 연주하고 있다.,문장,하
버스에 탑승하는 사람들이 있다.,문장,하
그녀는 누군가를 기다리고 있다.,문장,하
쓰러진 나뭇가지가 치워지고 있다.,문장,하
악어가 호수에서 헤엄치고 있다.,문장,하
노숙자가 도움을 기다리고 있다.,문장,하
산악자전거가 공중을 날고 있다.,문장,하
갈색머리들이 하키를 하고 있다.,문장,하
선수들이 스케이트를 신고 있다.,문장,하
기차에서 뛰어내리는 여자가 있다.,문장,하
교수는 교실에서 그것을 잃는다.,문장,하
선생님이 수업을 가르치고 있다.,문장,하
교수는 생물학을 가르치고 있다.,문장,하
몇몇 사람들은 놀이터에서 웃는다.,문장,하
스키 선수가 내리막길을 항해한다.,문장,하
그들은 어린 토마토 식물입니다.,문장,하
식물이 자라는 상자가 있습니다.,문장,하
남자의 귀에는 머리카락이 있다.,문장,하
군인들은 깃발을 들고 행진한다.,문장,하
공연자들이 악기를 뽐내고 있다.,문장,하
휴대용 화장실이 보이지 않는다.,문장,하
복도는 노란색으로 칠해져 있다.,문장,하
드러머가 주차장에서 놀고 있다.,문장,하
걸스카우트들이 쿠키를 팔고 있다.,문장,하
레이서들이 마라톤을 하고 있다.,문장,하
프로도는 머리를 대머리로 깎는다.,문장,하
그 정치인은 아기에게 키스한다.,문장,하
그 소녀와 소년은 형제자매이다.,문장,하
보여지는 사람은 건설 노동자이다.,문장,하
밴드가 스카이다이빙을 하고 있다.,문장,하
수영장 근처에 수영선수가 있다.,문장,하
자매들이 가게로 걸어가고 있다.,문장,하
그녀는 콘서트에 참석하고 있다.,문장,하
식료품을 취급하는 사람들이 있다.,문장,하
숙녀는 아이들과 함께 외출한다.,문장,하
그녀의 아이들은 어린 소년들이다.,문장,하
애완동물이 소파에서 쉬고 있다.,문장,하
라이브 관객들이 지켜보고 있다.,문장,하
스케이트를 타는 사람들이 있다.,문장,하
매력적인 야외 장면이 있습니다.,문장,하
작업자가 기계를 검사하고 있다.,문장,하
건설 노동자가 불도저를 검사한다.,문장,하
작업자가 파이프를 용접하고 있다.,문장,하
스노우보더는 헬멧을 쓰고 있다.,문장,하
스노우보더가 바지를 입고 있다.,문장,하
할머니가 아기에게 실려가고 있다.,문장,하
패거리들이 화면을 응시하고 있다.,문장,하
소년 소녀들이 빈둥거리고 있다.,문장,하
그 아기는 파시스트 독재자이다.,문장,하
성악가의 노래가 녹음되고 있다.,문장,하
마이크에 뭔가가 불려지고 있다.,문장,하
백조들이 플루트를 연주하고 있다.,문장,하
아이는 바다에서 수영을 합니다.,문장,하
음악가가 플루트를 연주하고 있다.,문장,하
노인들이 빙고를 연주하고 있다.,문장,하
로데오형 이벤트가 진행 중입니다.,문장,하
어린이집에는 아이들이 많이 있다.,문장,하
경찰관이 식당에서 식사를 한다.,문장,하
남자와 개는 장난감을 공유한다.,문장,하
남자와 여자는 서로 이야기한다.,문장,하
동물들은 물 가까이에 있습니다.,문장,하
사람은 프로젝트를 열심히 한다.,문장,하
여자들의 무리가 수영장에 있다.,문장,하
깨끗한 남자가 뛰어내리고 있다.,문장,하
세미나에서 말하는 사람들이 있다.,문장,하
어머니는 딸을 그네에 밀어넣는다.,문장,하
선수들이 경기를 시작하고 있다.,문장,하
그대들은 생계를 유지하고 있다.,문장,하
소년들은 보트 경주에서 경쟁한다.,문장,하
맥주가 가게에서 광고되고 있다.,문장,하
베이지색 집에는 발코니가 있다.,문장,하
죄수들은 그들의 범죄를 해결한다.,문장,하
심해 잠수부가 잔해를 탐사한다.,문장,하
심해 잠수부는 칼라마리를 먹는다.,문장,하
누군가는 낚싯대를 가지고 있다.,문장,하
음악가가 기타를 연주하고 있다.,문장,하
기사단이 교회를 공격하고 있다.,문장,하
군중들이 댄서들을 지켜보고 있다.,문장,하
식객들이 바닷가재를 먹고 있다.,문장,하
젊은이가 지도를 확인하고 있다.,문장,하
여자아이가 야외를 탐험하고 있다.,문장,하
고양이들은 자는 것을 좋아한다.,문장,하
밖에서 이야기하는 남자들이 있다.,문장,하
작은 강아지들이 청소되고 있다.,문장,하
낙하산에는 얼굴이 그려져 있다.,문장,하
애완동물들이 유대감을 갖고 있다.,문장,하
권투선수는 그의 승리를 축하한다.,문장,하
너구리가 얼굴에 뿌려지고 있다.,문장,하
커피숍에는 많은 사람들이 있다.,문장,하
식당에는 많은 사람들이 있습니다.,문장,하
손님들이 점점 조급해지고 있다.,문장,하
서퍼는 거대한 파도를 서핑한다.,문장,하
스노우보드 타는 사람이 여성이다.,문장,하
그 사람은 스노보드 전문가이다.,문장,하
그들은 무언가를 기다리고 있다.,문장,하
트럭이 고속도로를 질주하고 있다.,문장,하
밖에 글라이더에 사람이 있어요.,문장,하
의사는 누드로 병원을 통과한다.,문장,하
노부부가 거리를 조깅하고 있다.,문장,하
정원에는 토마토가 자라고 있다.,문장,하
선생님은 과학을 가르치고 있다.,문장,하
선생님이 실내에서 가르치고 있다.,문장,하
사람은 서핑보드를 가지고 있다.,문장,하
서퍼들은 난기류의 물을 순항한다.,문장,하
젊은이가 주변을 청소하고 있다.,문장,하
그 표지판들은 항의 표시들이다.,문장,하
몇몇 수영선수들은 물속에 있다.,문장,하
펑크맨이 카메라를 마주보고 있다.,문장,하
이것은 한 젊은이의 초상화입니다.,문장,하
건설 노동자들은 조끼를 입는다.,문장,하
축구장에는 많은 선수들이 있다.,문장,하
색소폰을 연주하는 남자가 있다.,문장,하
부엌에서 요리하는 사람들이 있다.,문장,하
암컷은 문신을 가지고 있습니다.,문장,하
발레리나들이 주변에 모여 있다.,문장,하
할머니가 얼굴을 찌푸리고 있다.,문장,하
진흙탕에서 일하는 사람이 있다.,문장,하
한 무리의 사람들이 체크인된다.,문장,하
밴드는 코너에서 연주하고 있었다.,문장,하
합창단이 노래를 부르고 있었다.,문장,하
경찰관들이 범죄자들을 찾고 있다.,문장,하
트레드밀에 있는 체육관에 있다.,문장,하
검은 개가 장애물을 뛰어넘었다.,문장,하
국경 콜리가 장애물을 뛰어넘었다.,문장,하
애완동물이 명령을 기다리고 있다.,문장,하
장애물 코스는 개들이 사용한다.,문장,하
관광객들이 도시를 탐험하고 있다.,문장,하
막대기에 부착된 잠금 상자입니다.,문장,하
두 마리의 개가 형제자매입니다.,문장,하
누군가의 재산에 사슴이 있어요.,문장,하
과체중인 수컷이 도넛을 먹는다.,문장,하
은행가들은 일에서 휴식을 취한다.,문장,하
사람은 싱크대에서 감자를 닦는다.,문장,하
길거리에서 일하는 사람들이 있다.,문장,하
경마장에 있는 동물들은 말들이다.,문장,하
원주민들은 지상에서 게임을 한다.,문장,하
연예인들이 휴식을 취하고 있다.,문장,하
그녀는 선생님을 지켜보고 있다.,문장,하
나이든 여자가 놀이공원에 있다.,문장,하
오토바이가 흙길로 움직이고 있다.,문장,하
어부가 대구를 기어오르고 있다.,문장,하
퍼레이드가 승리를 축하하고 있다.,문장,하
소녀들은 밖에서 줄넘기를 한다.,문장,하
이것은 진행중인 축구 경기이다.,문장,하
드러머가 플루트를 연주하고 있다.,문장,하
지휘자는 남자에게 투어를 한다.,문장,하
드러머가 기타리스트 옆에 있다.,문장,하
선수들이 스케이트를 타고 있다.,문장,하
어린 소녀가 구세군에 기부한다.,문장,하
감자튀김이 견과류를 먹고 있다.,문장,하
어린아이들이 물자 근처에 있다.,문장,하
무용수들에게 지시를 받고 있다.,문장,하
폭동을 일으키는 사람들이 있다.,문장,하
바위가 남자에게 떨어지려고 한다.,문장,하
축구의 열기가 목표를 이루었다.,문장,하
수영장에서 수영장 물이 튀었다.,문장,하
농구 선수들은 경기에 참가한다.,문장,하
일광욕자가 해변으로 가고 있다.,문장,하
치과의사는 그의 드릴을 사용한다.,문장,하
축구선수가 다트를 던지려고 한다.,문장,하
그들은 명함을 떨어뜨리고 있다.,문장,하
백인이 수업시간에 연설을 한다.,문장,하
흑인이 경찰에게 구타를 당한다.,문장,하
파이는 어린 소년을 잡아먹는다.,문장,하
공연에는 음식과 음료가 있었다.,문장,하
가축들이 헛간으로 안내되고 있다.,문장,하
계약자가 샌드위치를 먹고 있다.,문장,하
독신남이 무언가를 사려고 한다.,문장,하
공장 노동자들이 항의하고 있다.,문장,하
쌍둥이인 노동자들이 듣고 있다.,문장,하
인디애나 존스는 뱀을 좋아한다.,문장,하
어떤 소녀들은 줄다리기를 한다.,문장,하
소들이 개로부터 도망치고 있다.,문장,하
요리하는 사람은 두 명뿐입니다.,문장,하
선원이 부두에서 딩기를 조종한다.,문장,하
팔걸이에 있는 책은 종이책이다.,문장,하
소년 슬램은 농구공을 덩크슛한다.,문장,하
스노보더가 경쟁을 벌이고 있다.,문장,하
그들은 소파에서 빈둥거리고 있다.,문장,하
도로 승무원이 도로를 수리한다.,문장,하
보이스카우트가 줄지어 서 있다.,문장,하
보여지는 사람들이 말하고 있다.,문장,하
잠든 노동자가 떨어지려고 한다.,문장,하
휴대폰에는 배터리가 들어 있다.,문장,하
기차가 대도시의 터널을 통과한다.,문장,하
거리에는 차량이나 사람이 없다.,문장,하
십대들이 종이를 응시하고 있다.,문장,하
학생들이 숙제를 확인하고 있다.,문장,하
사람은 처음으로 일광욕을 한다.,문장,하
구경하는 사람들이 환호하고 있다.,문장,하
스키어들이 땅바닥에 앉아 있다.,문장,하
남자와 여자는 이주 노동자이다.,문장,하
원숭이가 제트기를 날리고 있다.,문장,하
무술 학생들은 안에서 연습한다.,문장,하
개들이 파도타기에서 놀고 있다.,문장,하
여자아이가 첫 걸음을 내딛는다.,문장,하
흙길을 이용하는 사람들이 있다.,문장,하
젊은이는 포니테일을 가지고 있다.,문장,하
무대에서 연주하는 음악가가 있다.,문장,하
젊은 여자가 마시멜로를 굽는다.,문장,하
